age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
57-76,Private,Low,Any, Exec-managerial,Any,Any,*,0,1887,40,Any, >50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,10,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,20,Any, <=50K
57-76,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,3103,0,45,Any, >50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,43,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,7298,0,40,Any, >50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,15024,0,40,Any, >50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,24,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,65,Any, >50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Farming-fishing,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,1902,50,Any, >50K
57-76,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,45,Any, <=50K
37-56,Government,High,Any, Exec-managerial,Any,Any,*,15024,0,40,Any, >50K
37-56,Government,Low,Any, Transport-moving,Any,Any,*,0,1902,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,38,Any, <=50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,0,45,Any, <=50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Government,Medium,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,65,Any, >50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,6849,0,43,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Prof-specialty,Any,Any,*,15020,0,50,Any, >50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,45,Any, >50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,20,Any, <=50K
17-36,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,3908,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,50,Any, >50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,1902,40,Any, >50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Machine-op-inspct,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,60,Any, <=50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
37-56,Self-employed,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,15024,0,65,Any, >50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Transport-moving,Any,Any,*,15024,0,40,Any, >50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Adm-clerical,Any,Any,*,0,0,50,Any, >50K
37-56,Private,High,Any, Tech-support,Any,Any,*,0,0,40,Any, >50K
77-90,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,10,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,60,Any, <=50K
17-36,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Prof-specialty,Any,Any,*,0,0,37,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,50,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,20,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,7688,0,45,Any, >50K
17-36,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,65,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,?,High,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,42,Any, <=50K
37-56,Private,High,Any, Craft-repair,Any,Any,*,6497,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Medium,Any, Craft-repair,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Other-service,Any,Any,*,0,0,35,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Tech-support,Any,Any,*,0,0,45,Any, >50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,High,Any, Sales,Any,Any,*,99999,0,50,Any, >50K
37-56,Government,Low,Any, Protective-serv,Any,Any,*,0,0,56,Any, >50K
17-36,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,14084,0,35,Any, >50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Exec-managerial,Any,Any,*,2346,0,15,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,1628,48,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
57-76,Government,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,3137,0,40,Any, <=50K
57-76,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,8,Any, <=50K
37-56,Government,Medium,Any, Prof-specialty,Any,Any,*,5455,0,40,Any, <=50K
17-36,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,594,0,20,Any, <=50K
57-76,Government,Low,Any, Transport-moving,Any,Any,*,0,0,70,Any, <=50K
17-36,Government,High,Any, Transport-moving,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Low,Any, Transport-moving,Any,Any,*,0,0,50,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,15024,0,40,Any, >50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Craft-repair,Any,Any,*,7688,0,40,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,65,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,15024,0,40,Any, >50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,15024,0,40,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,3,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,43,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
77-90,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Tech-support,Any,Any,*,0,0,38,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,35,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,5013,0,45,Any, <=50K
57-76,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,12,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,9386,0,50,Any, >50K
57-76,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,36,Any, <=50K
17-36,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,78,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,48,Any, <=50K
57-76,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,50,Any, <=50K
57-76,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,8,Any, <=50K
57-76,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,12,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,26,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,30,Any, <=50K
57-76,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
57-76,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,25,Any, >50K
17-36,Private,Medium,Any, Farming-fishing,Any,Any,*,7298,0,50,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Low,Any, Transport-moving,Any,Any,*,6418,0,58,Any, >50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,32,Any, <=50K
57-76,Government,High,Any, Exec-managerial,Any,Any,*,10605,0,50,Any, >50K
77-90,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, >50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,0,1,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,99999,0,50,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,2580,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,50,Any, >50K
57-76,Government,Medium,Any, Tech-support,Any,Any,*,0,0,16,Any, <=50K
57-76,Self-employed,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Other-service,Any,Any,*,99999,0,70,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,25236,0,50,Any, >50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,1974,40,Any, <=50K
37-56,?,High,Any, ?,Any,Any,*,0,0,6,Any, >50K
37-56,Government,Medium,Any, Prof-specialty,Any,Any,*,0,0,35,Any, >50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,48,Any, <=50K
17-36,Self-employed,High,Any, Sales,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,1573,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,2597,0,48,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,7688,0,40,Any, >50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,2339,40,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,60,Any, >50K
37-56,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
57-76,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,52,Any, >50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,1902,60,Any, >50K
37-56,Government,High,Any, Exec-managerial,Any,Any,*,7688,0,55,Any, >50K
37-56,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
37-56,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,1902,60,Any, >50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,8614,0,44,Any, >50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,2444,45,Any, >50K
37-56,Government,Medium,Any, Protective-serv,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,2001,40,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,3325,0,43,Any, <=50K
37-56,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,25,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,7,Any, <=50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,1902,40,Any, >50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,0,45,Any, >50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,21,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
57-76,Government,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,24,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Farming-fishing,Any,Any,*,0,0,70,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,10,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,60,Any, <=50K
57-76,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,High,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,45,Any, >50K
17-36,Government,Medium,Any, Protective-serv,Any,Any,*,3464,0,45,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, >50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,19,Any, <=50K
57-76,Private,Medium,Any, Transport-moving,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,16,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,14344,0,40,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,80,Any, >50K
37-56,?,High,Any, ?,Any,Any,*,0,0,60,Any, >50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,1977,60,Any, >50K
57-76,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
57-76,?,Medium,Any, ?,Any,Any,*,7298,0,40,Any, >50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,38,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,1887,40,Any, >50K
77-90,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,2392,55,Any, >50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,1485,60,Any, <=50K
37-56,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,45,Any, >50K
57-76,Self-employed,High,Any, Sales,Any,Any,*,0,0,45,Any, >50K
17-36,Government,Medium,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,17,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,10,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,16,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,35,Any, <=50K
57-76,Self-employed,High,Any, Sales,Any,Any,*,0,0,50,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,24,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
57-76,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,22,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,32,Any, <=50K
57-76,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,45,Any, >50K
37-56,Private,Medium,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
57-76,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,35,Any, >50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,60,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,65,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,52,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, >50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,50,Any, <=50K
